"db","lgbm","svm","rf","dt","knn","xgb","xrf","svml","lr","ridge","passive","lda","qda","nb","gbm","mlp"
"backache",0.866666666666667,0.866666666666667,0.888888888888889,0.844444444444444,0.866666666666667,0.844444444444444,0.844444444444444,0.866666666666667,0.844444444444444,0.844444444444444,0.866666666666667,0.844444444444444,0.822222222222222,0.244444444444444,0.844444444444444,0.822222222222222
"backache",0.888888888888889,0.866666666666667,0.866666666666667,0.777777777777778,0.844444444444444,0.844444444444444,0.866666666666667,0.666666666666667,0.733333333333333,0.755555555555556,0.711111111111111,0.755555555555556,0.866666666666667,0.177777777777778,0.822222222222222,0.733333333333333
"backache",0.822222222222222,0.844444444444444,0.844444444444444,0.777777777777778,0.844444444444444,0.822222222222222,0.822222222222222,0.755555555555556,0.8,0.844444444444444,0.8,0.8,0.822222222222222,0.177777777777778,0.822222222222222,0.777777777777778
"balance_scale",0.834394904458599,0.910828025477707,0.802547770700637,0.78343949044586,0.859872611464968,0.847133757961783,0.828025477707006,0.866242038216561,0.872611464968153,0.885350318471338,0.885350318471338,0.885350318471338,0.929936305732484,0.898089171974522,0.834394904458599,0.942675159235669
"balance_scale",0.91025641025641,0.897435897435897,0.814102564102564,0.782051282051282,0.83974358974359,0.878205128205128,0.833333333333333,0.897435897435897,0.897435897435897,0.897435897435897,0.891025641025641,0.897435897435897,0.942307692307692,0.897435897435897,0.871794871794872,0.942307692307692
"balance_scale",0.865384615384615,0.903846153846154,0.852564102564103,0.769230769230769,0.833333333333333,0.865384615384615,0.852564102564103,0.852564102564103,0.852564102564103,0.846153846153846,0.865384615384615,0.846153846153846,0.878205128205128,0.884615384615385,0.865384615384615,0.935897435897436
"balance_scale",0.871794871794872,0.903846153846154,0.858974358974359,0.788461538461538,0.871794871794872,0.865384615384615,0.865384615384615,0.878205128205128,0.884615384615385,0.878205128205128,0.865384615384615,0.878205128205128,0.91025641025641,0.897435897435897,0.871794871794872,0.955128205128205
"biomed",0.830188679245283,0.792452830188679,0.830188679245283,0.811320754716981,0.773584905660377,0.849056603773585,0.905660377358491,0.830188679245283,0.830188679245283,0.792452830188679,0.830188679245283,0.792452830188679,0.849056603773585,0.830188679245283,0.886792452830189,0.849056603773585
"biomed",0.826923076923077,0.865384615384615,0.884615384615385,0.769230769230769,0.826923076923077,0.865384615384615,0.884615384615385,0.865384615384615,0.865384615384615,0.826923076923077,0.788461538461538,0.826923076923077,0.865384615384615,0.826923076923077,0.865384615384615,0.884615384615385
"biomed",0.923076923076923,0.942307692307692,0.923076923076923,0.846153846153846,0.942307692307692,0.903846153846154,0.884615384615385,0.903846153846154,0.903846153846154,0.884615384615385,0.923076923076923,0.884615384615385,0.884615384615385,0.903846153846154,0.884615384615385,0.884615384615385
"biomed",0.923076923076923,0.942307692307692,0.942307692307692,0.923076923076923,0.961538461538462,0.942307692307692,0.942307692307692,0.884615384615385,0.903846153846154,0.865384615384615,0.788461538461538,0.865384615384615,0.923076923076923,0.923076923076923,0.942307692307692,0.923076923076923
"breast",0.96,0.96,0.96,0.954285714285714,0.948571428571429,0.971428571428571,0.96,0.96,0.954285714285714,0.954285714285714,0.92,0.954285714285714,0.96,0.971428571428571,0.965714285714286,0.965714285714286
"breast",0.965714285714286,0.954285714285714,0.971428571428571,0.937142857142857,0.948571428571429,0.965714285714286,0.954285714285714,0.96,0.96,0.954285714285714,0.885714285714286,0.954285714285714,0.942857142857143,0.954285714285714,0.965714285714286,0.971428571428571
"breast",0.954285714285714,0.96,0.942857142857143,0.908571428571429,0.948571428571429,0.948571428571429,0.942857142857143,0.96,0.954285714285714,0.937142857142857,0.868571428571429,0.937142857142857,0.908571428571429,0.925714285714286,0.948571428571429,0.96
"breast",0.977011494252874,0.954022988505747,0.971264367816092,0.925287356321839,0.954022988505747,0.959770114942529,0.954022988505747,0.942528735632184,0.942528735632184,0.959770114942529,0.919540229885057,0.959770114942529,0.96551724137931,0.971264367816092,0.948275862068966,0.948275862068966
"breast_cancer",0.819444444444444,0.736111111111111,0.777777777777778,0.680555555555556,0.722222222222222,0.75,0.777777777777778,0.75,0.763888888888889,0.75,0.708333333333333,0.736111111111111,0.652777777777778,0.708333333333333,0.805555555555556,0.75
"breast_cancer",0.763888888888889,0.763888888888889,0.736111111111111,0.652777777777778,0.763888888888889,0.722222222222222,0.777777777777778,0.75,0.736111111111111,0.736111111111111,0.708333333333333,0.763888888888889,0.708333333333333,0.75,0.736111111111111,0.763888888888889
"breast_cancer",0.690140845070423,0.661971830985915,0.732394366197183,0.676056338028169,0.676056338028169,0.619718309859155,0.71830985915493,0.690140845070423,0.704225352112676,0.704225352112676,0.577464788732394,0.676056338028169,0.690140845070423,0.704225352112676,0.71830985915493,0.676056338028169
"breast_cancer",0.690140845070423,0.704225352112676,0.704225352112676,0.549295774647887,0.690140845070423,0.577464788732394,0.704225352112676,0.704225352112676,0.732394366197183,0.704225352112676,0.507042253521127,0.746478873239437,0.704225352112676,0.788732394366197,0.690140845070423,0.690140845070423
"breast_cancer_wisconsin",0.986013986013986,0.972027972027972,0.972027972027972,0.93006993006993,0.986013986013986,0.986013986013986,0.958041958041958,0.958041958041958,0.972027972027972,0.972027972027972,0.944055944055944,0.972027972027972,0.958041958041958,0.944055944055944,0.972027972027972,0.972027972027972
"breast_cancer_wisconsin",0.908450704225352,0.957746478873239,0.915492957746479,0.866197183098592,0.936619718309859,0.915492957746479,0.887323943661972,0.97887323943662,0.957746478873239,0.936619718309859,0.957746478873239,0.929577464788732,0.950704225352113,0.922535211267606,0.908450704225352,0.964788732394366
"breast_cancer_wisconsin",0.971830985915493,0.97887323943662,0.950704225352113,0.901408450704225,0.964788732394366,0.985915492957746,0.950704225352113,0.964788732394366,0.97887323943662,0.950704225352113,0.971830985915493,0.950704225352113,0.971830985915493,0.915492957746479,0.971830985915493,0.971830985915493
"breast_cancer_wisconsin",0.97887323943662,0.985915492957746,0.957746478873239,0.950704225352113,0.957746478873239,0.971830985915493,0.964788732394366,0.985915492957746,0.992957746478873,0.964788732394366,0.97887323943662,0.971830985915493,0.943661971830986,0.929577464788732,0.957746478873239,0.992957746478873
"breast_w",0.954285714285714,0.954285714285714,0.971428571428571,0.954285714285714,0.977142857142857,0.96,0.965714285714286,0.948571428571429,0.954285714285714,0.977142857142857,0.954285714285714,0.977142857142857,0.937142857142857,0.948571428571429,0.954285714285714,0.971428571428571
"breast_w",0.954285714285714,0.96,0.96,0.937142857142857,0.96,0.954285714285714,0.942857142857143,0.948571428571429,0.948571428571429,0.92,0.948571428571429,0.92,0.948571428571429,0.948571428571429,0.96,0.96
"breast_w",0.971428571428571,0.96,0.971428571428571,0.931428571428571,0.96,0.965714285714286,0.965714285714286,0.954285714285714,0.954285714285714,0.948571428571429,0.942857142857143,0.948571428571429,0.931428571428571,0.96,0.971428571428571,0.971428571428571
"breast_w",0.96551724137931,0.971264367816092,0.971264367816092,0.936781609195402,0.971264367816092,0.96551724137931,0.96551724137931,0.959770114942529,0.959770114942529,0.954022988505747,0.925287356321839,0.954022988505747,0.948275862068966,0.954022988505747,0.959770114942529,0.96551724137931
"buggyCrx",0.861271676300578,0.855491329479769,0.878612716763006,0.797687861271676,0.855491329479769,0.861271676300578,0.867052023121387,0.861271676300578,0.861271676300578,0.855491329479769,0.757225433526012,0.855491329479769,0.624277456647399,0.780346820809249,0.861271676300578,0.872832369942196
"buggyCrx",0.895953757225434,0.884393063583815,0.878612716763006,0.832369942196532,0.872832369942196,0.890173410404624,0.895953757225434,0.890173410404624,0.895953757225434,0.895953757225434,0.855491329479769,0.895953757225434,0.855491329479769,0.838150289017341,0.872832369942196,0.884393063583815
"buggyCrx",0.843023255813954,0.843023255813954,0.854651162790698,0.767441860465116,0.843023255813954,0.848837209302326,0.825581395348837,0.843023255813954,0.848837209302326,0.848837209302326,0.662790697674419,0.848837209302326,0.808139534883721,0.825581395348837,0.843023255813954,0.831395348837209
"buggyCrx",0.866279069767442,0.86046511627907,0.86046511627907,0.761627906976744,0.819767441860465,0.866279069767442,0.866279069767442,0.843023255813954,0.86046511627907,0.843023255813954,0.854651162790698,0.843023255813954,0.767441860465116,0.767441860465116,0.866279069767442,0.872093023255814
"bupa",0.517241379310345,0.666666666666667,0.620689655172414,0.620689655172414,0.609195402298851,0.540229885057471,0.620689655172414,0.689655172413793,0.71264367816092,0.724137931034483,0.655172413793103,0.724137931034483,0.655172413793103,0.655172413793103,0.609195402298851,0.632183908045977
"bupa",0.558139534883721,0.63953488372093,0.593023255813954,0.651162790697674,0.616279069767442,0.569767441860465,0.616279069767442,0.593023255813954,0.558139534883721,0.581395348837209,0.534883720930233,0.581395348837209,0.488372093023256,0.5,0.581395348837209,0.593023255813954
"bupa",0.5,0.488372093023256,0.534883720930233,0.569767441860465,0.558139534883721,0.546511627906977,0.511627906976744,0.534883720930233,0.523255813953488,0.523255813953488,0.523255813953488,0.523255813953488,0.534883720930233,0.558139534883721,0.5,0.5
"bupa",0.558139534883721,0.593023255813954,0.569767441860465,0.569767441860465,0.616279069767442,0.488372093023256,0.604651162790698,0.616279069767442,0.627906976744186,0.627906976744186,0.511627906976744,0.627906976744186,0.616279069767442,0.627906976744186,0.581395348837209,0.627906976744186
"calendarDOW",0.62,0.31,0.56,0.57,0.56,0.61,0.61,0.28,0.51,0.55,0.3,0.54,0.56,0.41,0.61,0.59
"calendarDOW",0.61,0.39,0.6,0.59,0.53,0.64,0.59,0.49,0.47,0.5,0.4,0.54,0.53,0.38,0.65,0.51
"calendarDOW",0.64,0.42,0.66,0.65,0.58,0.64,0.59,0.51,0.53,0.53,0.39,0.53,0.58,0.53,0.68,0.57
"calendarDOW",0.606060606060606,0.363636363636364,0.626262626262626,0.595959595959596,0.626262626262626,0.616161616161616,0.585858585858586,0.606060606060606,0.585858585858586,0.636363636363636,0.303030303030303,0.606060606060606,0.545454545454545,0.474747474747475,0.595959595959596,0.606060606060606
"cars",0.979591836734694,0.806122448979592,0.908163265306122,0.897959183673469,0.846938775510204,0.969387755102041,0.897959183673469,0.836734693877551,0.816326530612245,0.795918367346939,0.76530612244898,0.857142857142857,0.826530612244898,0.704081632653061,0.969387755102041,0.806122448979592
"cars",0.969387755102041,0.714285714285714,0.86734693877551,0.857142857142857,0.76530612244898,0.959183673469388,0.948979591836735,0.693877551020408,0.683673469387755,0.714285714285714,0.683673469387755,0.683673469387755,0.744897959183674,0.63265306122449,0.959183673469388,0.693877551020408
"cars",0.959183673469388,0.795918367346939,0.918367346938776,0.86734693877551,0.795918367346939,0.959183673469388,0.928571428571429,0.816326530612245,0.806122448979592,0.795918367346939,0.775510204081633,0.795918367346939,0.806122448979592,0.693877551020408,0.969387755102041,0.857142857142857
"cars",0.969387755102041,0.744897959183674,0.908163265306122,0.857142857142857,0.785714285714286,0.959183673469388,0.928571428571429,0.744897959183674,0.775510204081633,0.755102040816326,0.704081632653061,0.755102040816326,0.806122448979592,0.663265306122449,0.989795918367347,0.76530612244898
"clean1",1,0.974789915966387,1,1,0.865546218487395,1,1,1,1,1,1,1,0.563025210084034,0.739495798319328,1,0.991596638655462
"clean1",1,0.974789915966387,0.983193277310924,1,0.857142857142857,1,1,1,0.983193277310924,1,0.991596638655462,1,0.563025210084034,0.823529411764706,1,0.949579831932773
"clean1",1,0.974789915966387,0.991596638655462,1,0.873949579831933,1,1,1,1,1,1,1,0.563025210084034,0.840336134453782,1,0.966386554621849
"clean1",1,0.949579831932773,1,1,0.932773109243697,1,1,1,1,1,1,1,0.571428571428571,0.80672268907563,1,0.974789915966387
"cleve",0.815789473684211,0.828947368421053,0.776315789473684,0.815789473684211,0.789473684210526,0.815789473684211,0.736842105263158,0.789473684210526,0.802631578947368,0.763157894736842,0.592105263157895,0.763157894736842,0.842105263157895,0.802631578947368,0.75,0.815789473684211
"cleve",0.842105263157895,0.802631578947368,0.881578947368421,0.802631578947368,0.881578947368421,0.842105263157895,0.894736842105263,0.842105263157895,0.842105263157895,0.855263157894737,0.473684210526316,0.855263157894737,0.789473684210526,0.842105263157895,0.776315789473684,0.802631578947368
"cleve",0.776315789473684,0.789473684210526,0.802631578947368,0.684210526315789,0.789473684210526,0.763157894736842,0.802631578947368,0.802631578947368,0.815789473684211,0.776315789473684,0.763157894736842,0.776315789473684,0.802631578947368,0.789473684210526,0.776315789473684,0.723684210526316
"cleve",0.8,0.786666666666667,0.773333333333333,0.746666666666667,0.8,0.8,0.773333333333333,0.773333333333333,0.773333333333333,0.773333333333333,0.626666666666667,0.773333333333333,0.76,0.773333333333333,0.733333333333333,0.773333333333333
"cleveland",0.565789473684211,0.618421052631579,0.644736842105263,0.552631578947368,0.605263157894737,0.592105263157895,0.592105263157895,0.605263157894737,0.618421052631579,0.605263157894737,0.539473684210526,0.605263157894737,0.605263157894737,0.552631578947368,0.565789473684211,0.657894736842105
"cleveland",0.513157894736842,0.539473684210526,0.526315789473684,0.421052631578947,0.526315789473684,0.5,0.5,0.513157894736842,0.552631578947368,0.526315789473684,0.565789473684211,0.552631578947368,0.5,0.342105263157895,0.526315789473684,0.513157894736842
"cleveland",0.578947368421053,0.605263157894737,0.605263157894737,0.447368421052632,0.631578947368421,0.565789473684211,0.592105263157895,0.605263157894737,0.618421052631579,0.644736842105263,0.539473684210526,0.618421052631579,0.592105263157895,0.565789473684211,0.565789473684211,0.618421052631579
"cleveland",0.52,0.613333333333333,0.573333333333333,0.56,0.56,0.546666666666667,0.573333333333333,0.56,0.586666666666667,0.573333333333333,0.573333333333333,0.6,0.586666666666667,0.586666666666667,0.506666666666667,0.626666666666667
"cleveland_nominal",0.552631578947368,0.592105263157895,0.578947368421053,0.5,0.592105263157895,0.539473684210526,0.592105263157895,0.631578947368421,0.671052631578947,0.618421052631579,0.394736842105263,0.565789473684211,0.552631578947368,0.526315789473684,0.473684210526316,0.565789473684211
"cleveland_nominal",0.5,0.539473684210526,0.473684210526316,0.460526315789474,0.486842105263158,0.460526315789474,0.5,0.526315789473684,0.565789473684211,0.513157894736842,0.552631578947368,0.526315789473684,0.473684210526316,0.315789473684211,0.486842105263158,0.513157894736842
"cleveland_nominal",0.657894736842105,0.605263157894737,0.671052631578947,0.605263157894737,0.578947368421053,0.618421052631579,0.671052631578947,0.592105263157895,0.644736842105263,0.578947368421053,0.539473684210526,0.592105263157895,0.631578947368421,0.605263157894737,0.657894736842105,0.605263157894737
"cleveland_nominal",0.586666666666667,0.546666666666667,0.6,0.56,0.573333333333333,0.6,0.6,0.586666666666667,0.56,0.573333333333333,0.546666666666667,0.56,0.533333333333333,0.533333333333333,0.52,0.586666666666667
"cloud",0.407407407407407,0.259259259259259,0.37037037037037,0.37037037037037,0.0740740740740741,0.592592592592593,0.518518518518518,0.296296296296296,0.333333333333333,0.333333333333333,0.407407407407407,0.333333333333333,0.222222222222222,0.185185185185185,0.777777777777778,0.222222222222222
"cloud",0.518518518518518,0.259259259259259,0.333333333333333,0.444444444444444,0.148148148148148,0.555555555555556,0.481481481481481,0.444444444444444,0.444444444444444,0.444444444444444,0.407407407407407,0.444444444444444,0.296296296296296,0.37037037037037,0.814814814814815,0.185185185185185
"cloud",0.555555555555556,0.296296296296296,0.481481481481481,0.518518518518518,0.333333333333333,0.592592592592593,0.62962962962963,0.37037037037037,0.333333333333333,0.333333333333333,0.222222222222222,0.259259259259259,0.259259259259259,0.259259259259259,0.888888888888889,0.185185185185185
"cloud",0.481481481481481,0.333333333333333,0.444444444444444,0.703703703703704,0.111111111111111,0.814814814814815,0.518518518518518,0.407407407407407,0.444444444444444,0.407407407407407,0.296296296296296,0.407407407407407,0.296296296296296,0.407407407407407,0.888888888888889,0.481481481481481
"colic",0.804347826086957,0.641304347826087,0.847826086956522,0.782608695652174,0.619565217391304,0.83695652173913,0.880434782608696,0.728260869565217,0.847826086956522,0.83695652173913,0.728260869565217,0.83695652173913,0.771739130434783,0.793478260869565,0.847826086956522,0.804347826086957
"colic",0.782608695652174,0.641304347826087,0.826086956521739,0.771739130434783,0.66304347826087,0.815217391304348,0.847826086956522,0.75,0.847826086956522,0.847826086956522,0.641304347826087,0.847826086956522,0.75,0.771739130434783,0.826086956521739,0.771739130434783
"colic",0.815217391304348,0.630434782608696,0.858695652173913,0.728260869565217,0.597826086956522,0.793478260869565,0.869565217391304,0.771739130434783,0.782608695652174,0.83695652173913,0.75,0.83695652173913,0.782608695652174,0.815217391304348,0.858695652173913,0.728260869565217
"colic",0.858695652173913,0.652173913043478,0.826086956521739,0.760869565217391,0.630434782608696,0.815217391304348,0.869565217391304,0.804347826086957,0.804347826086957,0.83695652173913,0.445652173913043,0.826086956521739,0.804347826086957,0.815217391304348,0.83695652173913,0.728260869565217
"collins",0.991803278688525,0.69672131147541,0.975409836065574,0.983606557377049,0.598360655737705,1,1,0.655737704918033,0.69672131147541,0.557377049180328,0.540983606557377,1,0.0901639344262295,1,0.983606557377049,0.655737704918033
"collins",0.983471074380165,0.677685950413223,0.991735537190083,0.991735537190083,0.661157024793388,0.975206611570248,0.975206611570248,0.628099173553719,0.661157024793388,0.553719008264463,0.537190082644628,1,0.0909090909090909,1,0.966942148760331,0.652892561983471
"collins",0.983471074380165,0.685950413223141,0.983471074380165,1,0.570247933884298,0.983471074380165,0.983471074380165,0.628099173553719,0.71900826446281,0.586776859504132,0.59504132231405,1,0.0909090909090909,1,0.983471074380165,0.661157024793388
"collins",1,0.685950413223141,0.983471074380165,1,0.537190082644628,0.975206611570248,0.966942148760331,0.661157024793388,0.669421487603306,0.520661157024793,0.512396694214876,1,0.0909090909090909,1,1,0.669421487603306
"corral",1,1,1,1,0.925,1,0.925,0.825,0.85,0.875,0.825,0.85,1,0.85,1,0.925
"corral",1,1,1,1,0.975,1,1,0.975,0.975,0.975,0.925,0.975,1,0.95,1,0.975
"corral",1,1,1,1,0.85,1,0.975,0.825,0.9,0.9,0.775,0.9,1,0.8,1,0.925
"corral",1,1,1,1,0.9,1,1,0.875,0.875,0.875,0.875,0.875,1,0.85,1,0.95
